"lag","cause","exposure","analysis","exposure_change","central.est","ll.est","ul.est"
6,"All_violence","tmean","main",0,0,0,0
6,"All_violence","tmean","main",1,0.00573025910150594,0.00427998460111031,0.00718053360190157
6,"All_violence","tmean","main",5,0.0286512955075296,0.0213999230055515,0.0359026680095078
6,"All_violence","tmean","main",10,0.0573025910150594,0.0427998460111031,0.0718053360190157
6,"assault","tmean","main",0,0,0,0
6,"assault","tmean","main",1,0.00548708770429814,0.00403552112597807,0.00693865428261821
6,"assault","tmean","main",5,0.0274354385214907,0.0201776056298903,0.034693271413091
6,"assault","tmean","main",10,0.0548708770429814,0.0403552112597808,0.069386542826182
6,"suicide","tmean","main",0,0,0,0
6,"suicide","tmean","main",1,0.00915508493187283,0.00178166624347172,0.0165285036202739
6,"suicide","tmean","main",5,0.0457754246593642,0.00890833121735858,0.0826425181013697
6,"suicide","tmean","main",10,0.0915508493187283,0.0178166624347173,0.165285036202739
6,"All_violence","tmean","females",0,0,0,0
6,"All_violence","tmean","females",1,0.00577614760169951,0.00386025054169282,0.0076920446617062
6,"All_violence","tmean","females",5,0.0288807380084975,0.0193012527084641,0.0384602233085309
6,"All_violence","tmean","females",10,0.0577614760169951,0.0386025054169281,0.076920446617062
6,"assault","tmean","females",0,0,0,0
6,"assault","tmean","females",1,0.00553984663155149,0.00361610423951702,0.00746358902358595
6,"assault","tmean","females",5,0.0276992331577574,0.0180805211975851,0.0373179451179297
6,"assault","tmean","females",10,0.0553984663155148,0.0361610423951702,0.0746358902358594
6,"suicide","tmean","females",0,0,0,0
6,"suicide","tmean","females",1,0.0117358129723656,0.00245412271311822,0.021017503231613
6,"suicide","tmean","females",5,0.0586790648618281,0.0122706135655911,0.105087516158065
6,"suicide","tmean","females",10,0.117358129723656,0.0245412271311821,0.21017503231613
6,"All_violence","tmean","males",0,0,0,0
6,"All_violence","tmean","males",1,0.00565824673533242,0.00344237107926366,0.00787412239140119
6,"All_violence","tmean","males",5,0.028291233676662,0.0172118553963182,0.0393706119570059
6,"All_violence","tmean","males",10,0.0565824673533242,0.0344237107926366,0.0787412239140118
6,"assault","tmean","males",0,0,0,0
6,"assault","tmean","males",1,0.00540585685981692,0.00319738398639552,0.00761432973323831
6,"assault","tmean","males",5,0.0270292842990845,0.0159869199319776,0.0380716486661915
6,"assault","tmean","males",10,0.0540585685981691,0.0319738398639553,0.076143297332383
6,"suicide","tmean","males",0,0,0,0
6,"suicide","tmean","males",1,0.00466279318486005,-0.00681609062124566,0.0161416769909658
6,"suicide","tmean","males",5,0.0233139659243003,-0.0340804531062282,0.0807083849548288
6,"suicide","tmean","males",10,0.0466279318486004,-0.0681609062124566,0.161416769909657
6,"All_violence","tmean","0",0,0,0,0
6,"All_violence","tmean","0",1,0.00604773410328844,0.00454134104046791,0.00755412716610897
6,"All_violence","tmean","0",5,0.0302386705164421,0.0227067052023395,0.0377706358305448
6,"All_violence","tmean","0",10,0.0604773410328844,0.0454134104046791,0.0755412716610897
6,"assault","tmean","0",0,0,0,0
6,"assault","tmean","0",1,0.00577655280951895,0.00426767174765339,0.00728543387138451
6,"assault","tmean","0",5,0.0288827640475947,0.0213383587382669,0.0364271693569225
6,"assault","tmean","0",10,0.0577655280951895,0.0426767174765339,0.0728543387138451
6,"suicide","tmean","0",0,0,0,0
6,"suicide","tmean","0",1,0.00864144762258502,0.00123671804964512,0.0160461771955249
6,"suicide","tmean","0",5,0.0432072381129251,0.0061835902482256,0.0802308859776246
6,"suicide","tmean","0",10,0.0864144762258501,0.0123671804964512,0.160461771955249
6,"All_violence","tmean","65",0,0,0,0
6,"All_violence","tmean","65",1,0.00164105156611756,-0.0034844089584733,0.00676651209070842
6,"All_violence","tmean","65",5,0.00820525783058778,-0.0174220447923664,0.033832560453542
6,"All_violence","tmean","65",10,0.0164105156611756,-0.0348440895847328,0.067665120907084
6,"assault","tmean","65",0,0,0,0
6,"assault","tmean","65",1,0.00181939626006081,-0.0032619240573106,0.00690071657743223
6,"assault","tmean","65",5,0.00909698130030404,-0.0163096202865529,0.034503582887161
6,"assault","tmean","65",10,0.0181939626006081,-0.0326192405731061,0.0690071657743223
6,"suicide","tmean","65",0,0,0,0
6,"suicide","tmean","65",1,0.056693437604699,-0.00400931855430388,0.117396193763702
6,"suicide","tmean","65",5,0.283467188023495,-0.0200465927715192,0.586980968818509
6,"suicide","tmean","65",10,0.566934376046989,-0.0400931855430386,1.17396193763702
6,"All_violence","tmean","0_24",0,0,0,0
6,"All_violence","tmean","0_24",1,0.00493386237813817,0.00248420011205224,0.00738352464422411
6,"All_violence","tmean","0_24",5,0.0246693118906908,0.0124210005602612,0.0369176232211205
6,"All_violence","tmean","0_24",10,0.0493386237813817,0.0248420011205223,0.0738352464422411
6,"assault","tmean","0_24",0,0,0,0
6,"assault","tmean","0_24",1,0.00485738541283857,0.0023944879189101,0.00732028290676704
6,"assault","tmean","0_24",5,0.0242869270641928,0.0119724395945505,0.0366014145338351
6,"assault","tmean","0_24",10,0.0485738541283857,0.023944879189101,0.0732028290676704
6,"suicide","tmean","0_24",0,0,0,0
6,"suicide","tmean","0_24",1,0.00991944633695489,-0.00186359087826061,0.0217024835521704
6,"suicide","tmean","0_24",5,0.0495972316847744,-0.00931795439130309,0.108512417760852
6,"suicide","tmean","0_24",10,0.0991944633695488,-0.0186359087826062,0.217024835521704
6,"All_violence","tmean","25_44",0,0,0,0
6,"All_violence","tmean","25_44",1,0.0072106212068225,0.0048547154861397,0.00956652692750529
6,"All_violence","tmean","25_44",5,0.0360531060341124,0.0242735774306985,0.0478326346375264
6,"All_violence","tmean","25_44",10,0.072106212068225,0.0485471548613971,0.0956652692750529
6,"assault","tmean","25_44",0,0,0,0
6,"assault","tmean","25_44",1,0.00701418086726715,0.00465329628340539,0.0093750654511289
6,"assault","tmean","25_44",5,0.0350709043363357,0.0232664814170269,0.0468753272556444
6,"assault","tmean","25_44",10,0.0701418086726714,0.0465329628340538,0.093750654511289
6,"suicide","tmean","25_44",0,0,0,0
6,"suicide","tmean","25_44",1,0.00684876918510074,-0.00411640637785932,0.0178139447480608
6,"suicide","tmean","25_44",5,0.0342438459255037,-0.0205820318892965,0.0890697237403039
6,"suicide","tmean","25_44",10,0.0684876918510073,-0.0411640637785932,0.178139447480608
6,"All_violence","tmean","45_64",0,0,0,0
6,"All_violence","tmean","45_64",1,0.00552705420794138,0.00240644394648711,0.00864766446939564
6,"All_violence","tmean","45_64",5,0.0276352710397068,0.0120322197324355,0.0432383223469781
6,"All_violence","tmean","45_64",10,0.0552705420794137,0.0240644394648711,0.0864766446939564
6,"assault","tmean","45_64",0,0,0,0
6,"assault","tmean","45_64",1,0.00483460191778345,0.00172938948381905,0.00793981435174786
6,"assault","tmean","45_64",5,0.0241730095889172,0.00864694741909521,0.0396990717587392
6,"assault","tmean","45_64",10,0.0483460191778345,0.0172938948381904,0.0793981435174786
6,"suicide","tmean","45_64",0,0,0,0
6,"suicide","tmean","45_64",1,0.0094555362429643,-0.00794947269365532,0.0268605451795839
6,"suicide","tmean","45_64",5,0.0472776812148215,-0.0397473634682766,0.13430272589792
6,"suicide","tmean","45_64",10,0.094555362429643,-0.0794947269365527,0.268605451795839
6,"All_violence","tmean","females_0",0,0,0,0
6,"All_violence","tmean","females_0",1,0.00636251700708008,0.00436109137773976,0.00836394263642039
6,"All_violence","tmean","females_0",5,0.0318125850354003,0.0218054568886988,0.0418197131821019
6,"All_violence","tmean","females_0",10,0.0636251700708008,0.0436109137773977,0.0836394263642039
6,"assault","tmean","females_0",0,0,0,0
6,"assault","tmean","females_0",1,0.0060904061639933,0.0040786132141154,0.00810219911387121
6,"assault","tmean","females_0",5,0.0304520308199665,0.020393066070577,0.040510995569356
6,"assault","tmean","females_0",10,0.060904061639933,0.040786132141154,0.081021991138712
6,"suicide","tmean","females_0",0,0,0,0
6,"suicide","tmean","females_0",1,0.0114692438426337,0.00214859679932415,0.0207898908859433
6,"suicide","tmean","females_0",5,0.0573462192131685,0.0107429839966206,0.103949454429716
6,"suicide","tmean","females_0",10,0.114692438426337,0.0214859679932413,0.207898908859432
6,"All_violence","tmean","females_65",0,0,0,0
6,"All_violence","tmean","females_65",1,-0.000638501662284045,-0.00697689635677919,0.0056998930322111
6,"All_violence","tmean","females_65",5,-0.00319250831142022,-0.034884481783896,0.0284994651610555
6,"All_violence","tmean","females_65",10,-0.00638501662284042,-0.069768963567792,0.0569989303221111
6,"assault","tmean","females_65",0,0,0,0
6,"assault","tmean","females_65",1,-0.000352711375561446,-0.00664311812834022,0.00593769537721733
6,"assault","tmean","females_65",5,-0.00176355687780723,-0.033215590641701,0.0296884768860866
6,"assault","tmean","females_65",10,-0.00352711375561444,-0.0664311812834022,0.0593769537721733
6,"suicide","tmean","females_65",0,0,0,0
6,"suicide","tmean","females_65",1,0.0338975653243652,-0.0423040907641112,0.110099221412841
6,"suicide","tmean","females_65",5,0.169487826621826,-0.211520453820556,0.550496107064208
6,"suicide","tmean","females_65",10,0.338975653243652,-0.423040907641111,1.10099221412841
6,"All_violence","tmean","males_0",0,0,0,0
6,"All_violence","tmean","males_0",1,0.00562924348199125,0.00334485255933441,0.00791363440464809
6,"All_violence","tmean","males_0",5,0.0281462174099562,0.016724262796672,0.0395681720232404
6,"All_violence","tmean","males_0",10,0.0562924348199125,0.0334485255933441,0.0791363440464809
6,"assault","tmean","males_0",0,0,0,0
6,"assault","tmean","males_0",1,0.00536464347135239,0.00308683332394482,0.00764245361875995
6,"assault","tmean","males_0",5,0.0268232173567619,0.0154341666197241,0.0382122680937997
6,"assault","tmean","males_0",10,0.0536464347135239,0.0308683332394482,0.0764245361875995
6,"suicide","tmean","males_0",0,0,0,0
6,"suicide","tmean","males_0",1,0.00378817679620643,-0.0077410251246588,0.0153173787170717
6,"suicide","tmean","males_0",5,0.0189408839810322,-0.038705125623294,0.0765868935853584
6,"suicide","tmean","males_0",10,0.0378817679620643,-0.0774102512465879,0.153173787170716
6,"All_violence","tmean","males_65",0,0,0,0
6,"All_violence","tmean","males_65",1,0.00570099219770539,-0.00279917299748441,0.0142011573928952
6,"All_violence","tmean","males_65",5,0.0285049609885269,-0.013995864987422,0.0710057869644758
6,"All_violence","tmean","males_65",10,0.0570099219770538,-0.0279917299748441,0.142011573928952
6,"assault","tmean","males_65",0,0,0,0
6,"assault","tmean","males_65",1,0.00565315403208193,-0.00275728096167631,0.0140635890258402
6,"assault","tmean","males_65",5,0.0282657701604096,-0.0137864048083814,0.0703179451292006
6,"assault","tmean","males_65",10,0.0565315403208192,-0.027572809616763,0.140635890258402
6,"suicide","tmean","males_65",0,0,0,0
6,"suicide","tmean","males_65",1,0.0826326225287904,0.00509919752293767,0.160166047534643
6,"suicide","tmean","males_65",5,0.413163112643952,0.0254959876146889,0.800830237673215
6,"suicide","tmean","males_65",10,0.826326225287903,0.0509919752293769,1.60166047534643
6,"All_violence","tmean","northeast",0,0,0,0
6,"All_violence","tmean","northeast",1,0.00331707805963908,0.00055218147030941,0.00608197464896875
6,"All_violence","tmean","northeast",5,0.0165853902981954,0.00276090735154705,0.0304098732448437
6,"All_violence","tmean","northeast",10,0.0331707805963908,0.00552181470309412,0.0608197464896874
6,"assault","tmean","northeast",0,0,0,0
6,"assault","tmean","northeast",1,0.00314432823431651,0.0003731814296829,0.00591547503895011
6,"assault","tmean","northeast",5,0.0157216411715825,0.00186590714841452,0.0295773751947505
6,"assault","tmean","northeast",10,0.0314432823431651,0.00373181429682903,0.0591547503895011
6,"suicide","tmean","northeast",0,0,0,0
6,"suicide","tmean","northeast",1,-0.00464568366339978,-0.0196737491478238,0.0103823818210242
6,"suicide","tmean","northeast",5,-0.0232284183169989,-0.0983687457391189,0.0519119091051211
6,"suicide","tmean","northeast",10,-0.0464568366339978,-0.196737491478238,0.103823818210242
6,"All_violence","tmean","northern_rockies_and_plains",0,0,0,0
6,"All_violence","tmean","northern_rockies_and_plains",1,0.00408461847823314,-0.00189229192324839,0.0100615288797147
6,"All_violence","tmean","northern_rockies_and_plains",5,0.0204230923911657,-0.0094614596162419,0.0503076443985733
6,"All_violence","tmean","northern_rockies_and_plains",10,0.0408461847823314,-0.0189229192324838,0.100615288797147
6,"assault","tmean","northern_rockies_and_plains",0,0,0,0
6,"assault","tmean","northern_rockies_and_plains",1,0.00380948539207403,-0.0021457821723107,0.00976475295645876
